,original_text,cleaned_text,true_expert
809,"все категории сотрудников проходят ежегодную оценку компетенций, выполнения индивидуальных и корпоративных показателей эффективности с использованием автоматизированной системы асуэп. по результатам оценки формируется план развивающих мероприятий. кроме того, разовую оценку проходят руководители разного уровня для определения сильных сторон, зон роста, а также для подготовки рекомендаций по развитию. для этого используется онлайн-методика 360°, которая позволяет получить обратную связь от руководителей, подчиненных и коллег.",категория сотрудник проходить ежегодный оценка компетенция выполнение индивидуальный корпоративный показатель эффективность использование автоматизированный система асуэп результат оценка формироваться план развивать мероприятие кроме разовый оценка проходить руководитель разный уровень определение сильный сторона зона рост также подготовка рекомендация развитие использоваться 360° который позволять получить обратный связь руководитель подчинённый коллега,Сотрудники. Обучение и развитие
810,"переподготовка и повышение квалификации сотрудников, обеспечение преемственности и развитие внутреннего экспертного сообщества, а также кросс-функциональное взаимодействие позволяют компании оставаться технологическим лидером в отрасли, а сотрудникам реализовывать амбициозные проекты и повышать свою эффективность.",переподготовка повышение квалификация сотрудник обеспечение преемственность развитие внутренний экспертный сообщество также взаимодействие позволять компания оставаться технологический лидер отрасль сотрудник реализовывать амбициозный проект повышать эффективность,Сотрудники. Обучение и развитие
811,"мы поддерживаем стремление сотрудников развивать управленческие и «мягкие» навыки: в 2022 году мы пополнили свою корпоративную библиотеку курсами по личной эффективности, тайм-менеджменту, эффективному взаимодействию в команде, эмоциональному интеллекту и пр. продолжают успешно работать действующие программы развития и мероприятия, такие как «кадровый резерв», научно-производственная конференция, «прогрессор lab», менторская программа, конкурсы «лучший по профессии» и «золотая лихорадка».",поддерживать стремление сотрудник развивать управленческий мягкий навык 2022 год пополнить корпоративный библиотека курс личный эффективность эффективный взаимодействие команда эмоциональный интеллект пр продолжать успешно работать действовать программа развитие мероприятие такой кадровый резерв конференция прогрессора lab менторский программа конкурс хороший профессия золотой лихорадка,Сотрудники. Обучение и развитие
812,"по итогам 2022 года общее время обучения сотрудников группы нлмк, включая обучение по отипб, составило 2 981 098 человеко-часов (из них 181 909 человеко-часов осуществлялось через корпоративный университет на российских активах группы), т.е. 63,7 часов обучения на одного сотрудника в пересчете на среднесписочную численность сотрудников российских активов.","итог 2022 год общий время обучение сотрудник группа включая обучение отипб составить 2 981 098 181 909 осуществляться корпоративный университет российский актив группа т.е 63,7 час обучение один сотрудник пересчёт среднесписочный численность сотрудник российский актив",Сотрудники. Обучение и развитие
813,"общее время обучения в отчетному году по отипб составило 819 579 человеко-часов (600 697 — внешнее обучение, 214 857 — внутрифирменное обучение и 4 024 — корпоративный университет). [gri 404-1]",общий время обучение отчётный год отипб составить 819 579 600 697 внешний обучение 214 857 внутрифирменный обучение 4 024 корпоративный университет gri,Сотрудники. Обучение и развитие
814,"в связи со спецификой производственной деятельности компании значительную роль в организации процессов обучения играют программы адаптации и профессиональное обучение сотрудников нлмк. в данные программы входит обучение, предоставляющее допуск к самостоятельной работе на производстве и к работе с оборудованием, профессиональное обучение по специализации, программы повышения квалификации. обучение проводится на внутренних площадках нлмк или с привлечением сторонних сертифицированных образовательных учреждений. например, на базе предприятия в г. липецке действует образовательная площадка с государственной лицензией на обучение по более чем 300 профессиям.",связь специфика производственный деятельность компания значительный роль организация процесс обучение играть программа адаптация профессиональный обучение сотрудник дать программа входить обучение предоставлять допуск самостоятельный работа производство работа оборудование профессиональный обучение специализация программа повышение квалификация обучение проводиться внутренний площадка привлечение сторонний сертифицированный образовательный учреждение например база предприятие г. липецк действовать образовательный площадка государственный лицензия обучение 300 профессия,Сотрудники. Обучение и развитие
815,"для оценки эффективности индивидуального обучения с наставником используется методика оценки «180 градусов», где все участники конкретного эпизода обучения (ученик, наставник и непосредственный руководитель ученика) делятся обратной связью и оценивают результаты совместной работы",оценка эффективность индивидуальный обучение наставник использоваться методика оценка 180 градус участник конкретный эпизод обучение ученик наставник непосредственный руководитель ученик делиться обратный связь оценивать результат совместный работа,Сотрудники. Обучение и развитие
816,направления корпоративного обучения «северстали»,направление корпоративный обучение северсталь,Сотрудники. Обучение и развитие
817,"программы результаты 2022 года профессиональное обучение  программы обучения руководителей: по юридическим аспектам работы с сотрудниками, программы «школа менеджеров» (309 человек) и «стальной резерв» (59 человек), бизнес-лаборатория severstal leadership (135 человек) программы обучения мастеров и рабочих: «школа мастеров» (260 человек), обучение дополнительной профессии (2 008 человек), профессиональная переподготовка, программа «видеть и действовать», конкурсы профессионального мастерства на чермк (18 конкурсов с участием 419 человек) программы обучения мультифункциональности на производстве, включающие использование vr/3d-тренажеров ",программа результат 2022 год профессиональный обучение программа обучение руководитель юридический аспект работа сотрудник программа школа менеджер 309 человек стальной резерв 59 человек severstal leadership 135 человек программа обучение мастер рабочий школа мастер 260 человек обучение дополнительный профессия 2 008 человек профессиональный переподготовка программа видеть действовать конкурс профессиональный мастерство чермк 18 конкурс участие 419 человек программа обучение мультифункциональность производство включать использование vr/,Сотрудники. Обучение и развитие
818,"segezha group последовательно создает и совершенствует условия для личного и профессионального роста сотрудников. группа предоставляет возможность для обучения и участия в масштабных проектах, обеспечивает безопасные условия труда и дополнительные меры социальной защиты. рабочая среда компании способствует максимальной командной эффективности и раскрытию потенциала каждого сотрудника.",segezha group последовательно создавать совершенствовать условие личный профессиональный рост сотрудник группа предоставлять возможность обучение участие масштабный проект обеспечивать безопасный условие труд дополнительный мера социальный защита рабочий среда компания способствовать максимальный командный эффективность раскрытие потенциал каждый сотрудник,Сотрудники. Обучение и развитие
819,"планомерное обучение работников в течение всей их профессиональной деятельности — важнейшая составляющая успешного развития персонала. в рамках системы непрерывного фирменного профессионального образования персонала пао «газпром» (снфпо) обучение организовано по заранее разработанным образовательным программам с применением разнообразных учебно-методических материалов. программы направлены на обеспечение практикоориентированности при обучении персонала, отработки на макетах используемого производственного оборудования умений, навыков и алгоритма действий при возникновении аварийных и нештатных ситуаций. дочерние общества и организации формируют собственные планы по обучению в учебно-производственных центрах и в образовательных организациях регионов присутствия.",планомерный обучение работник течение весь профессиональный деятельность важный составлять успешный развитие персонал рамка система непрерывный фирменный профессиональный образование персонал снфпо обучение организовать заранее разработать образовательный программа применение разнообразный материал программа направить обеспечение практикоориентированность обучение персонал отработка макет использовать производственный оборудование умение навык алгоритм действие возникновение аварийный нештатный ситуация дочерний общество организация формировать собственный план обучение центр образовательный организация регион присутствие,Сотрудники. Обучение и развитие
820,"группа газпром принимает активное участие в формировании национальной системы квалификаций, основой которой являются профессиональные стандарты. в 2022 г. минтруд россии утвердил восемь профессиональных стандартов, разработанных пао «газпром». при этом за отчетный год компанией разработано шесть проектов таких стандартов, а четыре проекта планируется разработать по итогам 2023 г.",группа принимать активный участие формирование национальный система квалификация основа который являться профессиональный стандарт 2022 г. минтруд россия утвердить восемь профессиональный стандарт разработать отчётный год компания разработать шесть проект такой стандарт четыре проект планироваться разработать итог 2023 г,Сотрудники. Обучение и развитие
821,"в рамках внешних обучающих программ мы сотрудничаем с высшими учебными заведениями, включая инновационный центр «сколково», северный (арктический) федеральный университет им. м. в. ломоносова, московский государственный институт международных отношений (университет) мид российской федерации, московский государственный технический университет им. н. э. баумана, а также с различными консалтинговыми компаниями.",рамка внешний обучать программа сотрудничать высокий учебный заведение включая инновационный центр сколково северный арктический федеральный университет м. в. ломоносов государственный институт международный отношение университет мид российский федерация государственный технический университет н. э. бауман также различный консалтинговый компания,Сотрудники. Обучение и развитие
822,"в силу специфики деятельности группе скф требуются специалисты узкого профиля. обучение, необходимое для подготовки и переподготовки кадров, проводится как совместно с государственными морскими учебными заведениями, так и на базе собственных учебных центров компании.",сила специфика деятельность группа скф требоваться специалист узкий профиль обучение необходимый подготовка переподготовка кадр проводиться совместно государственный морской учебный заведение база собственный учебный центр компания,Сотрудники. Обучение и развитие
823,"для привлечения молодых квалифицированных специалистов группа компаний «совкомфлот» развивает сотрудничество с морскими образовательными учреждениями россии. в течение 2021 года продолжали действовать ранее заключенные договоры о сотрудничестве с тремя основными профильными вузами страны: государственным университетом морского и речного флота им. адмирала с. о. макарова (санкт-петербург), государственным морским университетом им. адмирала ф. ф. ушакова (новороссийск) и морским государственным университетом им. адмирала г. и. невельского (владивосток).",привлечение молодой квалифицировать специалист группа компания совкомфлот развивать сотрудничество морской образовательный учреждение россия течение 2021 год продолжать действовать ранее заключить договор сотрудничество три основный профильный вуз страна государственный университет морской речной флот адмирал с. о. макаров государственный морской университет адмирал ф. ф. ушаков новороссийск морской государственный университет адмирал г. и. невельский владивосток,Сотрудники. Обучение и развитие
824,"система включает два корпоративных учебных центра: • учебно-тренажерный центр в санкт-петербурге (чоу дпо «учебно-тренажерный центр «совкомфлот», утц скф), на базе которого проходит отработка всего спектра морских операций в арктике, в том числе тренировка навыков обслуживания нефтяных платформ, навигации в высоких широтах, плавания во льдах самостоятельно и под проводкой ледоколов и т. д. центр сертифицирован классификационным обществом рмрс на соответствие международному стандарту iso 9001:2015 («менеджмент качества»). • учебно-тренажерный центр в новороссийске (чу дпо «морской учебно-тренажерный центр «скф новошип тренинг»») функционирует уже более 15 лет и является одним из ведущих учебных заведений морского профиля в россии. учебно-тренажерный центр сотрудничает по вопросам подготовки плавсостава с компаниями южного региона россии. центр сертифицирован рмрс на соответствие международному стандарту iso 9001:2015 («менеджмент качества») и на соответствие требованиям международной конвенции о подготовке и дипломировании моряков и несении вахты с поправками («система стандартов качества»). согласно последней оценке аудиторов центра, морской учебно-тренажерный центр «скф новошип тренинг» занимает 5 % отечественного рынка специализированных подготовок.",включать корпоративный учебный центр центр чоу дпо центр совкомфлот утц скф база который проходить отработка спектр морской операция арктика число тренировка навык обслуживание нефтяной платформа навигация высокий широта плавание лёд самостоятельно проводка ледокол т. д. центр сертифицировать классификационный общество рмрс соответствие международный стандарт iso 9001:2015 менеджмент качество центр новороссийск чу дпо морской центр скф новошип тренинг функционировать 15 год являться один ведущий учебный заведение морской профиль россия центр сотрудничать вопрос подготовка плавсостав компания южный регион россия центр сертифицировать рмрс соответствие международный стандарт iso 9001:2015 менеджмент качество соответствие требование международный конвенция подготовка дипломирование моряк несение вахта поправка стандарт качество согласно последний оценка аудитор центр морской центр скф новошип тренинг занимать 5 отечественный рынок специализированный подготовка,Сотрудники. Обучение и развитие
825,"«совкомфлот» стимулирует профессиональное развитие персонала и приветствует получение дополнительного образования с целью углубленного изучения современных технологий в сфере эксплуатации флота. инженерные кадры скф имеют высокий научный потенциал: в данный момент на флоте группы работают 42 моряка, окончивших аспирантуру и получивших степень кандидата технических наук или готовящихся к защите диссертаций.",совкомфлот стимулировать профессиональный развитие персонал приветствовать получение дополнительный образование цель углублённый изучение современный технология сфера эксплуатация флот инженерный кадр скф иметь высокий научный потенциал данный момент флот группа работать 42 моряк окончить аспирантура получить степень кандидат технический наука готовиться защита диссертация,Сотрудники. Обучение и развитие
826,"обучение в компании осуществляется как внутренними, так и внешними силами. в 2022 году уралкалий активно осуществлял перевод обучения во внутренний формат с целью повышения его эффективности и снижения затрат на проведение обучения. по результатам отчетного года профессиональная подготовка/переподготовка на 97% была осуществлена внутренними силами.",обучение компания осуществляться внутренний внешний сила 2022 год активно осуществлять перевод обучение внутренний формат цель повышение эффективность снижение затрата проведение обучение результат отчётный год профессиональный подготовка/переподготовка 97 осуществить внутренний сила,Сотрудники. Обучение и развитие
827,"меры по совершенствованию системы обучения в 2022 году: разработка программ обучения и перевод во внутренний формат; закупка и передача методик обучения для проведения внутренними силами; анализ рынка поставщиков и услуг, выбор оптимальных поставщиков; развитие дистанционных и онлайн форматов обучения.",мера совершенствование система обучение 2022 год разработка программа обучение перевод внутренний формат закупка передача методика обучение проведение внутренний сила анализ рынок поставщик услуга выбор оптимальный поставщик развитие дистанционный онлайн формат обучение,Сотрудники. Обучение и развитие
828,"уралкалий осуществляет оценку эффективности как корпоративной системы обучения, так и отдельных программ: в компании функционирует комплексная система контроля за процессом обучения. программа включает прогнозируемые и рассчитываемые показатели развития системы обучения. на основании полученных результатов предлагаются меры по совершенствованию корпоративной системы обучения.",осуществлять оценка эффективность корпоративный система обучение отдельный программа компания функционировать комплексный контроль процесс обучение программа включать прогнозировать рассчитывать показатель развитие система обучение основание получить результат предлагаться мера совершенствование корпоративный система обучение,Сотрудники. Обучение и развитие
829,"для всех сотрудников уралкалия доступна услуга карьерного консультирования, в рамках которой можно получить информацию о возможных перспективах роста и развития в компании. также для сотрудников, которым по состоянию здоровья требуются иные условия труда, уралкалий предоставляет возможность переобучения и ротации.",сотрудник уралкалий доступный услуга карьерный консультирование рамка который получить информация возможный перспектива рост развитие компания также сотрудник который состояние здоровье требоваться иной условие труд предоставлять возможность переобучение ротация,Сотрудники. Обучение и развитие
830,"в 2022 году была продолжена программа по получению высшего и среднего профессионального образования за счет средств уралкалия. такую возможность имеет каждый сотрудник, принявший участие в конкурсном отборе.",2022 год продолжить программа получение высокий среднее профессиональный образование счёт средство уралкалий такой возможность иметь каждый сотрудник принять участие конкурсный отбор,Сотрудники. Обучение и развитие
831,"компания непрерывно занимается поиском и внедрением новых инструментов обучения. примером являются vr-тренажеры, являющиеся дополнительным инструментом для отработки практических навыков. как результат, повышаются навыки безошибочной работы на реальном оборудовании. в 2022 году vr-тренажеры использовались для периодической проверки знаний персонала и для отработки противоаварийных ситуаций. в планах на 2023 год — интеграция vr-тренажера с системой webtutor.",компания непрерывно заниматься поиск внедрение новый инструмент обучение пример являться являться дополнительный инструмент отработка практический навык результат повышаться навык безошибочный работа реальный оборудование 2022 год использоваться периодический проверка знание персонал отработка противоаварийный ситуация план 2023 год интеграция система webtutor,Сотрудники. Обучение и развитие
832,"наставники занимаются обучением новых сотрудников, делятся знаниями и опытом, помогают молодым коллегам успешно адаптироваться на производстве, знакомят с историей и ценностями компании. также наставники закрепляются за сотрудниками, которые проходят обучение в рамках переподготовки или программы кадрового резерва.",наставник заниматься обучение новый сотрудник делиться знание опыт помогать молодой коллега успешно адаптироваться производство знакомить история ценность компания также наставник закрепляться сотрудник который проходить обучение рамка переподготовка программа кадровый резерв,Сотрудники. Обучение и развитие
833,"подходы к развитию компетенций работников регламентированы положением об обучении персонала, сформированным для исполнения следующих задач корпоративной образовательной системы: • повышение надежности работы электросетевых объектов компании. • обеспечение высокого уровня профессиональных компетенций персонала. • удовлетворение потребности компании в квалифицированном персонале и повышение мотивации работников.",подход развитие компетенция работник регламентировать положение обучение персонал сформировать исполнение следующий задача корпоративный образовательный система повышение надёжность работа электросетевой объект компания обеспечение высокий уровень профессиональный компетенция персонал удовлетворение потребность компания квалифицировать персонал повышение мотивация работник,Сотрудники. Обучение и развитие
834,"ключевая роль в обучении и развитии работников пао «россети» отводится подготовке производственного персонала. с этой целью в компании действуют 7 корпоративных центров подготовки персонала, расположенных по местам нахождения филиалов мэс. обучение в центрах подготовки персонала проводится по единым типовым образовательным программам, разработанным в соответствии с требованиями профессиональных стандартов и с учетом внедрения новых технологий, необходимости формирования и развития у работников базовых цифровых компетенций.",ключевой роль обучение развитие работник россеть отводиться подготовка производственный персонал цель компания действовать 7 корпоративный центр подготовка персонал расположить место нахождение филиал мэс обучение центр подготовка персонал проводиться единый типовой образовательный программа разработать соответствие требование профессиональный стандарт учёт внедрение новый технология необходимость формирование развитие работник базовый цифровой компетенция,Сотрудники. Обучение и развитие
835,"в отчетном году центрам подготовки персонала для организации обучения были доступны 105 различных типовых образовательных программ. основными направлениями подготовки производственного персонала по типовым программам стали: • техническое обслуживание и ремонт оборудования подстанций, воздушных линий энергопередачи, устройств релейной защиты и автоматики, автоматизированных систем управления технологическими процессами, связи. • оперативно-технологическое управление. • диагностика оборудования.",отчётный год центр подготовка персонал организация обучение доступный 105 различный типовой образовательный программа основный направление подготовка производственный персонал типовой программа стать технический обслуживание ремонт оборудование подстанция воздушный линия энергопередача устройство релейный защита автоматика автоматизированный система управление технологический процесс связь управление диагностика оборудование,Сотрудники. Обучение и развитие
836,"центры подготовки персонала проводят обучение на основании лицензии на осуществление образовательной деятельности, которая позволяет проводить обучение не только собственных работников, но и работников сторонних организаций.",центр подготовка персонал проводить обучение основание лицензия осуществление образовательный деятельность который позволять проводить обучение собственный работник работник сторонний организация,Сотрудники. Обучение и развитие
837,задача по поддержанию и развитию профессиональных компетенций работников предусматривает привлечение к реализации образовательных программ сторонних провайдеров.,задача поддержание развитие профессиональный компетенция работник предусматривать привлечение реализация образовательный программа сторонний провайдер,Сотрудники. Обучение и развитие
838,"в отчетном году компания сотрудничала более чем со 150 авторитетными партнерами, среди которых: московский энергетический институт (ниу «мэи»), уральский федеральный университет имени первого президента россии б. н. ельцина, фгбоу во уральский институт гпс мчс россии, фгбвоу во академия гражданской защиты мчс россии.",отчётный год компания сотрудничать 150 авторитетный партнёр среди который энергетический институт мэи федеральный университет имя первый президент россия б. н. ельцин фгбоу институт гпс мчс россия фгбвоу академия гражданский защита мчс россия,Сотрудники. Обучение и развитие
839,"пао «россети» реализует программы и мероприятия, направленные на информирование и обучение не только работников компании, но и иных специалистов в области электроэнергетики, заинтересованных в развитии своих компетенций.",россеть реализовать программа мероприятие направить информирование обучение работник компания иной специалист область электроэнергетика заинтересованный развитие свой компетенция,Сотрудники. Обучение и развитие
