,text,topic,original_text
208,почему взаимодействие необходимо информирование инвестор деятельность x5 цель область устойчивый развитие текущий финансовый операционный результат другой важный событие предоставление сведение план компания увеличение стоимость бизнес установление диалог получение обратный связь цель повышение эффективность работа компания основа собранный данные поддержание заинтересованность инвестор деятельность x5 рынок капитал обеспечение долгосрочный рост капитализация компания,Отношения с инвесторами,"почему взаимодействие необходимо информирование инвесторов о деятельности x5, целях в области устойчивого развития, текущих финансовых и операционных результатах и других важных событиях предоставление сведений о планах компании по увеличению стоимости бизнеса установление диалога для получения обратной связи с целью повышения эффективности работы компании на основе собранных данных поддержание заинтересованности инвесторов в деятельности x5 на рынках капитала обеспечение долгосрочного роста капитализации компании"
209,взаимодействовать раскрытие информация обновление изменение наш стратегический приоритет совершенствование метод раскрытие информация вопрос esg цель приведение соответствие признанный международный передовой практика обоснование наш видение рынок продукт питание конкурентный среда также тенденция развитие внедрение система корпоративный управление соответствие передовой международный опыт регулярный размещение своевременный точный актуальный информация результат деятельность компания сайт инвестор включая годовой отчёт финансовый отчётность презентация участие виртуальный очный вебкаста конференция групповой встреча аналитик инвестор,Отношения с инвесторами,"как мы взаимодействуем раскрытие информации об обновлении и изменении наших стратегических приоритетов совершенствование методов раскрытия информации по вопросам esg с целью приведения их в соответствие с признанными международными передовыми практиками обоснование нашего видения рынка продуктов питания и конкурентной среды, а также тенденций их развития внедрение систем корпоративного управления в соответствии с передовым международным опытом регулярное размещение своевременной, точной и актуальной информации о результатах деятельности компании на сайте для инвесторов, включая годовые отчёты, финансовую отчётность, пресс-релизы, презентации участие в виртуальных и очных роуд-шоу, вебкастах, конференциях и групповых встречах с аналитиками и инвесторами"
210,распространяться следующий канал - московский биржа служба официальный новость лондонский фондовый биржа rns компания публиковать информация влиять цена акция система раскрытие информация - сайт компания компания публиковать сообщение ключевой событие также операционный финансовый результат - страница компания лента новость интерфакс центр раскрытие корпоративный информация российский лента нормативный новость электронный раскрытие интерфакс,Отношения с инвесторами,"информация распространяется по следующим каналам: - московская биржа и служба официальных новостей лондонской фондовой биржи (rns): компания публикует информацию, влияющую на цену акций, через системы раскрытия информации; - сайт компании: компания публикует сообщения по ключевым событиям, а также операционным и финансовым результатам; - страница компании в ленте новостей «интерфакса» (центр раскрытия корпоративной информации в российской ленте нормативных новостей (электронное раскрытие «интерфакса»))."
211,русагро стремиться соблюдать интерес акционер защищать право поддерживать они доверительный отношение компания вести прямой диалог акционер инвестор соответствие действовать законодательство хороший мировой практика основной стандарт внешнекорпоративный поведение этика взаимодействие акционер инвестор установить кодекс деловой поведение этика компания,Отношения с инвесторами,"«русагро» стремится соблюдать интересы акционеров, защищать их права и поддерживать с ними доверительные отношения. компания ведет прямой диалог с акционерами и инвесторами в соответствии с действующим законодательством и лучшими мировыми практиками. основные стандарты внешнекорпоративного поведения и этики во взаимодействии с акционерами и инвесторами установлены кодексом делового поведения и этики компании."
212,русагро равный мера уважать право свой акционер независимо количество акция гдр который владеть компания гарантировать весь свой акционер обеспечение право установленный действовать законодательство вытекать обязательство компания связь обращение ценный бумага фондовый биржа компания постоянно работать реализация свой право акционер становиться простой доступный высокоэффективный менее затратный русагро стремиться постоянный улучшение качество взаимодействие инвестиционный сообщество открыть замечание предложение развитие,Отношения с инвесторами,"«русагро» в равной мере уважает права всех своих акционеров независимо от количества акций или гдр, которыми они владеют. компания гарантирует всем своим акционерам обеспечение всех прав, установленных действующим законодательством и вытекающих из обязательств компании в связи с обращением ее ценных бумаг на фондовых биржах. при этом компания постоянно работает над тем, чтобы реализация своих прав акционерами становилась более простой и доступной, высокоэффективной и менее затратной. в «русагро» мы стремимся к постоянному улучшению качества взаимодействия с инвестиционным сообществом и открыты к замечаниям и предложениям по развитию."
213,желать обеспечить уровень открытость соответствовать хороший мировой практика компания своевременно доводить инвестиционный сообщество информация который способный оказать существенный влияние стоимость ценный бумага компания годовой квартальный отчётность операционный финансовый результат информация о существенный факт деятельность компания специальный материал инвестор,Отношения с инвесторами,"желая обеспечить уровень открытости, соответствующий лучшей мировой практике, компания своевременно доводит до инвестиционного сообщества всю информацию, которая способна оказать существенное влияние на стоимость ценных бумаг компании: годовую и квартальную отчетность по операционным и финансовым результатам; информацию обо всех существенных фактах в деятельности компании; специальные информационно-аналитические материалы для инвесторов."
214,разрабатывать программа энергосбережение повышение энергетический эффективность далее программа год который охватывать основной вид деятельность добыча транспортировка углеводород подземный хранение переработка распределение природный газ энерговодоснабжение эксплуатация энергетический оборудование объект есг текущий редакция программа 2022–2024 год утвердить 2022 г,Энергия,"газпром разрабатывает программу энергосбережения и повышения энергетической эффективности (далее — программа) на три года, которая охватывает основные виды деятельности: добычу и транспортировку углеводородов, подземное хранение, переработку и распределение природного газа, энерговодоснабжение и эксплуатацию энергетического оборудования объектов есг. текущая редакция программы (на 2022–2024 гг.) была утверждена в 2022 г."
215,"показатель энергетический результативность оценка достижение данные цель 2023 г. являться снижение удельный расход тэр собственный технологический нужда магистральный транспорт газ относительно уровень 2018 г. 10 экономия природный газ 3 472,6 млн м3 экономия электроэнергия 427,9 млн квт ч экономия тепловой энергия 384,5 тыс гкал экономия моторный топливо 12,0 тыс так у. т. соответствие система управление энергоэффективность государственный корпоративный требование область энергоэффективность",Энергия,"показателями энергетической результативности для оценки достижения данных целей в 2023 г. являются: • снижение удельного расхода тэр на собственные технологические нужды магистрального транспорта газа относительно уровня 2018 г. на 10 %; • экономия природного газа — 3 472,6 млн м3; • экономия электроэнергии — 427,9 млн квт • ч; • экономия тепловой энергии — 384,5  тыс. гкал; • экономия моторного топлива — 12,0 тыс. т у. т.; • соответствие системы управления энергоэффективностью пао «газпром» государственным и корпоративным требованиям в области энергоэффективности."
216,2018 год запустить проект замена лампа накаливание энергосберегающий светодиодный светильник настоящий время дать инициатива реализовать практически предприятие компания завод георгиевский традиция качество архангельск завод завод бастион осн.1942 г. винодельческий комплекс поместье голубицкий 2021 год данный проект реализовать мариинский завод завод уссурийский бальзам кроме новый помещение сразу оснащаться энергосберегающий лампа следующий этап стать повсеместный введение датчик автоматический включение выключение свет часть коридор наш предприятие оборудовать такой устройство благодаря что удаться достигнуть снижение электропотребление 12,Энергия,"в 2018 году мы запустили проект по замене ламп накаливания на энергосберегающие светодиодные светильники. в настоящее время данная инициатива реализована практически на всех предприятиях компании: на «заводе георгиевский. традиции качества», архангельском ликеро-водочном заводе, на заводе «бастион осн.1942 г.» и винодельческом комплексе «поместье голубицкое». в 2021 году данный проект будет реализован на мариинском ликеро-водочном заводе и заводе «уссурийский бальзам». кроме того, все новые помещения сразу оснащаются энергосберегающими лампами. следующим этапом станет повсеместное введение датчиков автоматического включения и выключения света. часть коридоров на наших предприятиях уже оборудована такими устройствами, благодаря чему удалось достичь снижения электропотребления на 12% —15%."
217,ответственно подходить выбор оборудование наш завод подмосковный завод георгиевский традиция качество применяться энергоэффективный холодильный установка оснастить современный компрессор осознать важность использование энергосберегающий оборудование планировать продолжать работа замена модернизация 2021 год,Энергия,"мы ответственно подходим к выбору оборудования для наших заводов. на подмосковном «заводе георгиевский. традиции качества» применяются энергоэффективные холодильные установки, оснащенные современными компрессорами. мы осознаем важность использования энергосберегающего оборудования и планируем продолжать работу по его замене и модернизации в 2021 году."
218,эн+ принимать мера совершенствование система управление энергопотребление свой актив вопрос энергоэффективность рассматриваться уровень высокий руководство совет директор компания рамка комитет пб оос каждый сотрудник нести ответственность достижение цель область повышение энергоэффективность посредством выполнение кпэ другой показатель зафиксировать внутренний документ,Энергия,"эн+ принимает меры по совершенствованию системы управления энергопотреблением на всех своих активах. вопросы энергоэффективности рассматриваются на уровне высшего руководства и совета директоров компании в рамках комитета по от, пб и оос. каждый сотрудник несет ответственность за достижение целей в области повышения энергоэффективности посредством выполнения кпэ и других показателей, зафиксированных во внутренних документах."
219,"2022 год общий объём потребление энергия компания увеличиться 10,5 сравнение 2020 год составить 367,2 млн гдж снижение выработка энергия гэс компенсация путём выработка энергия тэц",Энергия,"в 2022 году общий объем потребления энергии компанией увеличился на 10,5% по сравнению с 2020 годом и составил 367,2 млн гдж из-за снижения выработки энергии на гэс и ее компенсации путем выработки энергии на тэц."
220,99 алюминий компания производить использование возобновлять гидроэнергия глинозёмный комбинат русало aughinish иметь международный сертификат исо 50001 позволять организация применять систематический подход последовательный совершенствование энергетический система включая энергоэффективность энергетический безопасность потребление энергия настоящий время мероприятие повышение энергоэффективность реализоваться структурный подразделение металлургический сегмент который разработать план повышение энергоэффективность российский глинозёмный завод продолжать реализовывать проект модернизация алюминиевый завод,Энергия,"более 99% алюминия компания производит с использованием возобновляемой гидроэнергии. глиноземный комбинат русала aughinish имеет международный сертификат исо 50001, позволяющий организации применять систематический подход к последовательному совершенствованию энергетической системы, включая энергоэффективность, энергетическую безопасность и потребление энергии. в настоящее время мероприятия по повышению энергоэффективности реализуются во всех структурных подразделениях металлургического сегмента, который уже разработал планы повышения энергоэффективности на российских глиноземных заводах и продолжает реализовывать проекты по модернизации алюминиевых заводов."
221,"предприятие segezha group постоянно совершенствоваться оценка управление энергоресурсы повышение энергоэффективность один задача группа компания решение который способствовать сокращение объём использование невозобновляемый энергоресурсы также оптимизация экономический затрата повышение конкурентоспособность рынок таблица ниже перечислить вид топливо энергия использовать segezha group компания закупать производить энергия общий потребление энергия группа 2022 год составить 112 374,5 тдж 11,0 ниже аналогичный показатель 2021 год снижение потребление энергия связать снижение потребление авиационный топливо 11,0 2 533,5 тыс тонна 2022 год",Энергия,"на предприятиях segezha group постоянно совершенствуется система оценки и управления энергоресурсами. повышение энергоэффективности – одна из задач группы компаний, решение которой будет способствовать сокращению объемов использования невозобновляемых энергоресурсов, а также оптимизации экономических затрат и повышению конкурентоспособности на рынке. в таблице ниже перечислены виды топлива и энергии, используемые segezha group. компания не только закупает, но и производит энергию. общее потребление энергии группы «аэрофлот» в 2022 году составило 112 374,5 тдж, что на 11,0 % ниже аналогичного показателя за 2021 год. снижение потребления энергии связано со снижением потребления авиационного топлива на 11,0 %, до 2 533,5 тыс. тонн, в 2022 году. "
222,"благодаря проводить мероприятие пассажир доступный экологичный путешествие энергоёмкость перелёт один пассажир 1 км снизиться 9,4 год год составить 1,1 тдж/пкм энергоёмкость полёт рассчитываться исходить общий потребление ресурс группа включая электроэнергия тепловой энергия вид топливо",Энергия,"благодаря проводимым мероприятиям пассажирам доступны более экологичные путешествия, энергоемкость перелета одного пассажира на 1 км снизилась на 9,4 % год к году и составила 1,1 тдж/пкм. энергоемкость полетов рассчитывается исходя из общего потребления топливно-энергетических ресурсов группы, включая электроэнергию, тепловую энергию и все виды топлива. "
223,"благодаря реализовать мероприятие включая масштабный программа обновление парк вс начинать 2008 год удельный потребление топливо авиационный перевозка выполнить тоннокилометраж снизиться 38,0 конец 2022 год рост потребление топливо 2008 год составить 112,3 рост выполнить тоннокилометраж составить 241,5 такой образ 14 год эффективность использование топливо вырасти раз",Энергия,"благодаря реализуемым мероприятиям, включая масштабную программу обновления парка вс, начиная с 2008 года удельное потребление топлива от авиационных перевозок на выполненный тоннокилометраж снизилось на 38,0 %. на конец 2022 года рост потребления топлива с 2008 года составил 112,3 %, при этом рост выполненного тоннокилометража составил 241,5 %. таким образом, за 14 лет эффективность использования топлива выросла более чем в два раза."
224,"2022 год потребление электрический энергия составить 63 377,3 мвт/ча год год потребление газ составить 247,0 тыс м3 год год потребление тепловой энергия составить 76 032,1 гкал увеличиться 15,8 2022 год наращивание мощность технический обслуживание вс ввод эксплуатация новый ангар",Энергия,"в 2022 году потребление электрической энергии составило 63 377,3 мвт/ч, (–2,0 % год к году), потребление газа составило 247,0 тыс. м3 (–6,3 % год к году). потребление тепловой энергии составило 76 032,1 гкал, увеличившись на 15,8 % за 2022 год из-за наращивания мощностей по техническому обслуживанию вс и вводу в эксплуатацию новых ангаров."
225,продолжать реализация мероприятие область энергосбережение энергоэффективность позволять сократить энергозатраты выброс парниковый газ политика область энергосбережение направить снижение энергоёмкость продукция эффективный использование энергетический ресурс число посредством максимальный утилизация вторичный газ внедрение передовой энергоэффективный технология,Энергия,"«северсталь» продолжает реализацию мероприятий в области энергосбережения и энергоэффективности, позволяющих сократить энергозатраты и выбросы парниковых газов. политика пао «северсталь» в области энергосбережения направлена на снижение энергоемкости продукции и эффективное использование энергетических ресурсов, в том числе посредством максимальной утилизации вторичных газов, внедрения передовых энергоэффективных технологий."
226,северсталь внедрить энергетический менеджмент соответствовать iso 50001:2011. производственный структурный подразделение выполнение обязательство энергосбережение энергоэффективность ориентироваться установленный минимальный уровень потребление энергоресурсы перечень мероприятие достижение актуализировать ежемесячно,Энергия,"в «северстали» внедрена система энергетического менеджмента, соответствующая iso 50001:2011. производственные структурные подразделения при выполнении обязательств по энергосбережению и энергоэффективности ориентируются на установленный минимальный уровень потребления энергоресурсов и перечень мероприятий по его достижению, актуализируемый ежемесячно."
227,"2022 год электростанция чермк работать газообразный топливо увеличить доля сжигание вторичный энергоресурсы металлургический производство 2,3 относительно 2021 год самый повысить 84,8 доля потребление покупной ресурс природный газ производство электроэнергия общий объём снизиться 15,2",Энергия,"в 2022 году электростанции чермк, работающие на газообразном топливе, увеличили долю сжигания вторичных энергоресурсов от металлургического производства на 2,3% относительно 2021 года, тем самым повысив ее до 84,8%. при этом доля потребления покупных ресурсов (природного газа) на производство электроэнергии в общем объеме снизилась до 15,2%."
228,положительный динамика использование вторичный газ 2022 год удаться достигнуть благодаря рост выход доменный газ 1 466 м3 2021 год 1 444 м3 тонна произвести чугун коксовый газ 384 м3 2021 год 374 м3 тонна загрузить шихта ремонтный организационный мероприятие модернизация горёлочный устройство капитальный ремонт котлоагрегат наладка режим горение оперативный работа контроль энергопотребление,Энергия,"положительной динамики в использовании вторичных газов в 2022 году удалось достичь благодаря: • росту выхода доменного газа до 1 466 м3 (в 2021 году – 1 444 м3 ) с тонны произведенного чугуна и коксового газа до 384 м3 (в 2021 году – 374 м3 ) с тонны загруженной шихты; • ремонтным и организационным мероприятиям (модернизация горелочных устройств и капитальные ремонты котлоагрегатов, наладка режимов горения, оперативная работа по контролю энергопотребления)."
229,2014 год компания действовать технический политика управление энергетический комплекс предприятие требование который распространяться российский предприятие группа цель внедрение наиболее прогрессивный технический решение оборудование технология повышать надёжность эффективность безопасность функционирование энергетический комплекс группа политика определять приоритет правило применение технический решение ход эксплуатация энергетический объект реализация инвестиционный программа новый строительство технический перевооружение основный металлургический оборудование комплексный реконструкция объект энергетический комплекс предприятие группа,Энергия,"с 2014 года в компании действует техническая политика по управлению энергетическим комплексом предприятия, требования которой распространяются на все российские предприятия группы. ее цель — внедрение наиболее прогрессивных технических решений, оборудования и технологий, повышающих надежность, эффективность и безопасность функционирования энергетического комплекса группы. политика определяет приоритеты и правила применения технических решений в ходе эксплуатации энергетических объектов, реализации инвестиционных программ нового строительства, технического перевооружения основного металлургического оборудования, комплексной реконструкции объектов энергетического комплекса предприятий группы нлмк."
230,ключевой показатель оценка энергоэффективность производство удельный энергоёмкость продукция измерять гкал/т выпустить продукция целевой значение соответствующий кпэ устанавливаться учёт ранее достигнутый хороший результат оценка потенциал улучшение процесс технологически достижимый хороший уровень также результат бенчмаркинг передовой мировой практика аналогичный агрегат,Энергия,"ключевой показатель для оценки энергоэффективности производства — удельная энергоемкость продукции, измеряемая в гкал/т выпущенной продукции. целевые значения для соответствующих кпэ устанавливаются с учетом ранее достигнутых лучших результатов, оценки потенциала улучшения процесса до технологически достижимого наилучшего уровня, а также результатов бенчмаркинга с передовыми мировыми практиками для аналогичных агрегатов."
231,"кроме использоваться возобновлять вид энергоресурсы частность электроэнергия источник основа виэ 2022 год доля увеличиться 5,14 5,39 общий потребление электроэнергия доля виэ показать общий объём потребление электроэнергия учёт транзитный переток напрямую закупка поставщик виэ предприятие группа осуществляться доля общий объём энергопотребление группа составлять 0,43",Энергия,"кроме того, используются возобновляемые виды энергоресурсов, в частности, электроэнергия из источников на основе виэ. в 2022 году доля виэ-электроэнергии увеличилась с 5,14% до 5,39% от общего потребления электроэнергии. доля виэ показана в общем объеме потребления электроэнергии, без учета транзитных перетоков. напрямую закупки от поставщиков виэ предприятиями группы нлмк не осуществлялись. доля виэ-электроэнергии в общем объеме энергопотребления группы нлмк составляет 0,43%."
232,"наращивание объём использование низкоуглеродный источник энергия являться один приоритетный направление работа группа сокращение углеродный интенсивность производство снижение объём эмиссия парниковый газ число счёт атомный энергетика 2022 год объём поставка электроэнергия сторона аэс российский площадка группа вырасти 1,5 раз относительно 2021 год составить 4,5 млрд квтч 87 общий электропотребление",Энергия,"наращивание объемов использования низкоуглеродных источников энергии является одним из приоритетных направлений работы группы нлмк по сокращению углеродной интенсивности производства и снижения объема эмиссии парниковых газов, в том числе за счет атомной энергетики. в 2022 году объем поставок электроэнергии со стороны аэс для российских площадок группы вырос в 1,5 раза относительно 2021 года и составил около 4,5 млрд квтч или 87% общего электропотребления."
233,отчётный период площадка группа реализовать комплекс оптимизационный проект направить повышение эффективность использование топливный газ производство электроэнергия повышение эффективность компрессорный насосный охлаждать оборудование оптимизация технологический схема производство энергоресурсы оптимизация загрузка конфигурация сеть транспортировка энергоресурсы режим работа энергетический оборудование,Энергия,"за отчетный период на площадках группы нлмк реализован комплекс оптимизационных проектов, направленных на повышение эффективности использования топливных газов при производстве электроэнергии; повышение эффективности компрессорного, насосного и охлаждающего оборудования; оптимизацию технологических схем при производстве энергоресурсов; оптимизацию загрузки и конфигурации сетей транспортировки энергоресурсов и режимов работы энергетического оборудования."
234,2022 год оптимизационный проект генерировать мощность тэц утэц липецкий площадка тэц направить изменение режим работа алгоритм управление котлы турбина применение новый технология подогрев воздух горение внедрение система очистка конденсатор турбогенератор,Энергия,"в 2022 году оптимизационные проекты на генерирующих мощностях тэц и утэц липецкой площадки и тэц алтай-кокс были направлены на изменение режимов работы и алгоритмов управления котлами и турбинами, применение новой технологии подогрева воздуха горения, внедрение систем очистки на конденсаторах турбогенераторов."
